REF_DATE,GEO,DGUID,Classification_of_Instructional_Program_(CIP),Population_characteristics,Employment,Role,avg_hours_class_teaching,avg_hours_other_teaching,avg_hours_research,avg_hours_administrative,avg_hours_total
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,7.1,6.3,2.1,41
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",10.7,11,1.7,5.4,41
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",5.9,10,7.1,6.8,45
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Role, total",7,8.9,4.9,4.2,42
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"University professor, instructor, teacher, or researcher",5.4,8.5,6.7,4.4,43
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"College professor, instructor, teacher, or researcher",13.6,12.9,3.3,5.4,35
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.1,12.2,2.8,2.9,31
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Contract, university professor, instructor, teacher, or researcher",5.1,9,16.1,3.7,34
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",13.7,13.1,3.5,6,36
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",7.2,12.7,15.7,9.9,45
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Role, total",8.9,12.1,11.7,7.3,40
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"University professor, instructor, teacher, or researcher",6.6,11.7,15.8,8.2,42
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"College professor, instructor, teacher, or researcher",12.6,12.5,2.1,3.7,44
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",11.4,12.5,0.8,0.9,39
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.7,6.8,7.2,1.9,45
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",13.7,12.5,3.4,6.4,50
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.6,8.5,8.5,5.5,47
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Role, total",7.5,9.4,5.8,3.7,45
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"University professor, instructor, teacher, or researcher",4.6,7.7,7.9,3.7,46
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"College professor, instructor, teacher, or researcher",13.9,15.2,4.9,4.2,38
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Contract, college professor, instructor, teacher, or researcher",11.5,14.1,5.1,4.7,35
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Contract, university professor, instructor, teacher, or researcher",3.5,8.2,23,2.5,37
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Permanent, college professor, instructor, teacher, or researcher",15,15.7,4.7,4,39
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Permanent, university professor, instructor, teacher, or researcher",6.8,10.4,17.7,8.9,44
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Role, total",7.6,10.9,16.1,6.2,41
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"University professor, instructor, teacher, or researcher",5.7,9.7,19.4,6.8,42
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"College professor, instructor, teacher, or researcher",9.8,9.5,1.9,3.9,40
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",8.7,7.6,2.1,1.7,38
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,7.1,6.3,2.1,41
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",10.7,11,1.7,5.4,41
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",5.9,10,7.1,6.8,45
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Role, total",7,8.9,4.9,4.2,42
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"University professor, instructor, teacher, or researcher",5.4,8.5,6.7,4.4,43
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"College professor, instructor, teacher, or researcher",13.6,12.9,3.3,5.4,35
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.1,12.2,2.8,2.9,31
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Contract, university professor, instructor, teacher, or researcher",5.1,9,16.1,3.7,34
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",13.7,13.1,3.5,6,36
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",7.2,12.7,15.7,9.9,45
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Role, total",8.9,12.1,11.7,7.3,40
2019,British Columbia,2016A000259,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"University professor, instructor, teacher, or researcher",6.6,11.7,15.8,8.2,42
2019,Canada,2016A000011124,BHASE [b],Female gender [F],More than one job or business,"College professor, instructor, teacher, or researcher",8.6,9.9,1.1,2.6,41
2019,Canada,2016A000011124,BHASE [b],Female gender [F],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.5,8.4,0.9,1.2,40
2019,Canada,2016A000011124,BHASE [b],Female gender [F],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.6,6.5,4.3,1.6,39
2019,Canada,2016A000011124,BHASE [b],Female gender [F],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",10.5,12.5,1.5,5.1,42
2019,Canada,2016A000011124,BHASE [b],Female gender [F],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.1,7.7,6.2,6.7,46
2019,Canada,2016A000011124,BHASE [b],Female gender [F],More than one job or business,"Role, total",6,8.2,3.6,3.4,42
2019,Canada,2016A000011124,BHASE [b],Female gender [F],More than one job or business,"University professor, instructor, teacher, or researcher",4.4,7,5.1,3.8,42
2019,Canada,2016A000011124,BHASE [b],Female gender [F],Only job,"College professor, instructor, teacher, or researcher",12.1,16.7,2.6,5.1,36
2019,Canada,2016A000011124,BHASE [b],Female gender [F],Only job,"Contract, college professor, instructor, teacher, or researcher",10.9,13.1,3.3,2.9,30
2019,Canada,2016A000011124,BHASE [b],Female gender [F],Only job,"Contract, university professor, instructor, teacher, or researcher",7.2,12.2,8.9,2.9,31
2019,Canada,2016A000011124,BHASE [b],Female gender [F],Only job,"Permanent, college professor, instructor, teacher, or researcher",12.7,18.5,2.2,6.1,39
2019,Canada,2016A000011124,BHASE [b],Female gender [F],Only job,"Permanent, university professor, instructor, teacher, or researcher",6.6,13.5,14.9,9.9,45
2019,Canada,2016A000011124,BHASE [b],Female gender [F],Only job,"Role, total",9,14.6,8.7,6.7,39
2019,Canada,2016A000011124,BHASE [b],Female gender [F],Only job,"University professor, instructor, teacher, or researcher",6.7,13.2,13.2,7.9,41
